10913['138000', 'QD', '18.09.2010', '   8.6200']
10920['138000', 'QD', '25.09.2010', '   7.1500']
10927['138000', 'QD', '02.10.2010', '   7.5300']
10934['138000', 'QD', '09.10.2010', '   5.9800']
10941['138000', 'QD', '16.10.2010', '   5.9100']
10948['138000', 'QD', '23.10.2010', '   5.6200']
10955['138000', 'QD', '30.10.2010', '   5.1800']
10962['138000', 'QD', '06.11.2010', '   5.0900']
10969['138000', 'QD', '13.11.2010', '  14.3000']
10976['138000', 'QD', '20.11.2010', '   6.0600']
10983['138000', 'QD', '27.11.2010', '   5.1900']
10990['138000', 'QD', '04.12.2010', '   4.3600']
10997['138000', 'QD', '11.12.2010', '   8.9800']
11004['138000', 'QD', '18.12.2010', '   6.1500']
11011['138000', 'QD', '25.12.2010', '   6.2700']
11018['138000', 'QD', '01.01.2011', '   5.2800']
11025['138000', 'QD', '08.01.2011', '   6.9400']
11032['138000', 'QD', '15.01.2011', '  45.0000']
11039['138000', 'QD', '22.01.2011', '  12.2000']
11046['138000', 'QD', '29.01.2011', '   8.5400']
11053['138000', 'QD', '05.02.2011', '   7.4700']
11060['138000', 'QD', '12.02.2011', '  29.3000']
11067['138000', 'QD', '19.02.2011', '   8.4800']
11074['138000', 'QD', '26.02.2011', '   6.7500']
11081['138000', 'QD', '05.03.2011', '   6.3100']
11088['138000', 'QD', '12.03.2011', '   6.6900']
11095['138000', 'QD', '19.03.2011', '  14.0000']
11102['138000', 'QD', '26.03.2011', '  12.0000']
11109['138000', 'QD', '02.04.2011', '  22.7000']
11116['138000', 'QD', '09.04.2011', '  11.6000']
11123['138000', 'QD', '16.04.2011', '   9.1700']
11130['138000', 'QD', '23.04.2011', '   6.7800']
11137['138000', 'QD', '30.04.2011', '   5.8700']
11144['138000', 'QD', '07.05.2011', '   5.4200']
11151['138000', 'QD', '14.05.2011', '   5.2800']
11158['138000', 'QD', '21.05.2011', '   5.0500']
11165['138000', 'QD', '28.05.2011', '  12.8000']
11172['138000', 'QD', '04.06.2011', '   6.6400']
11179['138000', 'QD', '11.06.2011', '   5.1800']
11186['138000', 'QD', '18.06.2011', '   7.7700']
11193['138000', 'QD', '25.06.2011', '   5.5000']
11200['138000', 'QD', '02.07.2011', '   6.8000']
11207['138000', 'QD', '09.07.2011', '   4.9300']
11214['138000', 'QD', '16.07.2011', '   7.6700']
11221['138000', 'QD', '23.07.2011', '   8.9000']
11228['138000', 'QD', '30.07.2011', '   6.2700']
11235['138000', 'QD', '06.08.2011', '   5.9800']
11242['138000', 'QD', '13.08.2011', '   5.7100']
11249['138000', 'QD', '20.08.2011', '   5.8400']
11256['138000', 'QD', '27.08.2011', '   4.8100']
11263['138000', 'QD', '03.09.2011', '   4.2500']
11270['138000', 'QD', '10.09.2011', '   6.4800']
11277['138000', 'QD', '17.09.2011', '   4.1700']
11284['138000', 'QD', '24.09.2011', '   4.0700']
11291['138000', 'QD', '01.10.2011', '   3.7400']
11298['138000', 'QD', '08.10.2011', '   9.6300']
11305['138000', 'QD', '15.10.2011', '   7.5700']
11312['138000', 'QD', '22.10.2011', '   4.9800']
11319['138000', 'QD', '29.10.2011', '   4.6400']
11326['138000', 'QD', '05.11.2011', '   4.1900']
11333['138000', 'QD', '12.11.2011', '   3.9700']
11340['138000', 'QD', '19.11.2011', '   3.6800']
11347['138000', 'QD', '26.11.2011', '   3.5500']
11354['138000', 'QD', '03.12.2011', '   3.6100']
11361['138000', 'QD', '10.12.2011', '  13.2000']
11368['138000', 'QD', '17.12.2011', '  21.3000']
11375['138000', 'QD', '24.12.2011', '   8.2100']
11382['138000', 'QD', '31.12.2011', '   5.9600']
11389['138000', 'QD', '07.01.2012', '  11.7000']
11396['138000', 'QD', '14.01.2012', '   8.6600']
11403['138000', 'QD', '21.01.2012', '  18.1000']
11410['138000', 'QD', '28.01.2012', '   8.6500']
11417['138000', 'QD', '04.02.2012', '   6.2400']
11424['138000', 'QD', '11.02.2012', '   5.3500']
11431['138000', 'QD', '18.02.2012', '   6.4200']
11438['138000', 'QD', '25.02.2012', '  10.6000']
11445['138000', 'QD', '03.03.2012', '  12.9000']
11452['138000', 'QD', '10.03.2012', '   7.5100']
11459['138000', 'QD', '17.03.2012', '  12.8000']
11466['138000', 'QD', '24.03.2012', '  18.8000']
11473['138000', 'QD', '31.03.2012', '  25.6000']
11480['138000', 'QD', '07.04.2012', '  24.7000']
11487['138000', 'QD', '14.04.2012', '  20.8000']
11494['138000', 'QD', '21.04.2012', '  21.8000']
11501['138000', 'QD', '28.04.2012', '  40.2000']
11508['138000', 'QD', '05.05.2012', '  18.2000']
11515['138000', 'QD', '12.05.2012', '  12.9000']
11522['138000', 'QD', '19.05.2012', '   9.0900']
11529['138000', 'QD', '26.05.2012', '   6.9200']
11536['138000', 'QD', '02.06.2012', '   9.5900']
11543['138000', 'QD', '09.06.2012', '   9.7600']
11550['138000', 'QD', '16.06.2012', '   7.8800']
11557['138000', 'QD', '23.06.2012', '   6.9200']
11564['138000', 'QD', '30.06.2012', '   5.4800']
11571['138000', 'QD', '07.07.2012', '  12.9000']
11578['138000', 'QD', '14.07.2012', '   9.9900']
11585['138000', 'QD', '21.07.2012', '   9.1900']
11592['138000', 'QD', '28.07.2012', '   8.8900']
11599['138000', 'QD', '04.08.2012', '   8.4400']
11606['138000', 'QD', '11.08.2012', '   6.3400']
11613['138000', 'QD', '18.08.2012', '   5.4700']
11620['138000', 'QD', '25.08.2012', '   7.8700']
11627['138000', 'QD', '01.09.2012', '  18.3000']
11634['138000', 'QD', '08.09.2012', '   6.5900']
11641['138000', 'QD', '15.09.2012', '   8.6800']
11648['138000', 'QD', '22.09.2012', '   7.0100']
11655['138000', 'QD', '29.09.2012', '   5.9400']
11662['138000', 'QD', '06.10.2012', '   5.9400']
11669['138000', 'QD', '13.10.2012', '   7.2600']
11676['138000', 'QD', '20.10.2012', '   5.5000']
11683['138000', 'QD', '27.10.2012', '   5.4200']
11690['138000', 'QD', '03.11.2012', '  15.2000']
11697['138000', 'QD', '10.11.2012', '   9.3400']
11704['138000', 'QD', '17.11.2012', '   6.4300']
11711['138000', 'QD', '24.11.2012', '   5.8500']
11718['138000', 'QD', '01.12.2012', '   6.5300']
11725['138000', 'QD', '08.12.2012', '   4.9200']
11732['138000', 'QD', '15.12.2012', '   4.9200']
11739['138000', 'QD', '22.12.2012', '   5.9800']
11746['138000', 'QD', '29.12.2012', '  20.5000']
11753['138000', 'QD', '05.01.2013', '  48.7000']
11760['138000', 'QD', '12.01.2013', '  13.6000']
11767['138000', 'QD', '19.01.2013', '   9.5500']
11774['138000', 'QD', '26.01.2013', '   8.1300']
11781['138000', 'QD', '02.02.2013', '  21.9000']
11788['138000', 'QD', '09.02.2013', '  11.5000']
11795['138000', 'QD', '16.02.2013', '   8.9000']
11802['138000', 'QD', '23.02.2013', '   7.7300']
11809['138000', 'QD', '02.03.2013', '   6.7600']
11816['138000', 'QD', '09.03.2013', '  12.0000']
11823['138000', 'QD', '16.03.2013', '   8.7200']
11830['138000', 'QD', '23.03.2013', '   7.6000']
11837['138000', 'QD', '30.03.2013', '   6.7800']
11844['138000', 'QD', '06.04.2013', '   6.0300']
11851['138000', 'QD', '13.04.2013', '  22.3000']
11858['138000', 'QD', '20.04.2013', '  46.2000']
11865['138000', 'QD', '27.04.2013', '  31.9000']
11872['138000', 'QD', '04.05.2013', '  23.3000']
11879['138000', 'QD', '11.05.2013', '  21.9000']
11886['138000', 'QD', '18.05.2013', '  14.6000']
11893['138000', 'QD', '25.05.2013', '  10.1000']
11900['138000', 'QD', '01.06.2013', '  30.5000']
11907['138000', 'QD', '08.06.2013', '  25.9000']
11914['138000', 'QD', '15.06.2013', '  17.7000']
11921['138000', 'QD', '22.06.2013', '  12.8000']
11928['138000', 'QD', '29.06.2013', '  11.8000']
11935['138000', 'QD', '06.07.2013', '   8.9300']
11942['138000', 'QD', '13.07.2013', '   7.2600']
11949['138000', 'QD', '20.07.2013', '   5.5300']
11956['138000', 'QD', '27.07.2013', '   4.9400']
11963['138000', 'QD', '03.08.2013', '   4.4600']
11970['138000', 'QD', '10.08.2013', '  20.6000']
11977['138000', 'QD', '17.08.2013', '   4.4900']
11984['138000', 'QD', '24.08.2013', '   4.3600']
11991['138000', 'QD', '31.08.2013', '   4.4200']
11998['138000', 'QD', '07.09.2013', '   3.8600']
12005['138000', 'QD', '14.09.2013', '   5.1100']
12012['138000', 'QD', '21.09.2013', '   9.1900']
12019['138000', 'QD', '28.09.2013', '   4.5700']
12026['138000', 'QD', '05.10.2013', '   4.0500']
12033['138000', 'QD', '12.10.2013', '   7.8700']
12040['138000', 'QD', '19.10.2013', '   5.6600']
12047['138000', 'QD', '26.10.2013', '   4.2000']
12054['138000', 'QD', '02.11.2013', '   4.0800']
12061['138000', 'QD', '09.11.2013', '   9.4400']
12068['138000', 'QD', '16.11.2013', '   5.6100']
12075['138000', 'QD', '23.11.2013', '   5.3400']
12082['138000', 'QD', '30.11.2013', '   4.7800']
12089['138000', 'QD', '07.12.2013', '   4.2500']
12096['138000', 'QD', '14.12.2013', '   4.5600']
12103['138000', 'QD', '21.12.2013', '   5.0100']
12110['138000', 'QD', '28.12.2013', '   5.5100']
12117['138000', 'QD', '04.01.2014', '   4.4900']
12124['138000', 'QD', '11.01.2014', '   5.9900']
12131['138000', 'QD', '18.01.2014', '   4.5300']
12138['138000', 'QD', '25.01.2014', '   4.1600']
12145['138000', 'QD', '01.02.2014', '   4.2100']
12152['138000', 'QD', '08.02.2014', '   3.8200']
12159['138000', 'QD', '15.02.2014', '   3.6200']
12166['138000', 'QD', '22.02.2014', '   3.9100']
12173['138000', 'QD', '01.03.2014', '   3.2900']
12180['138000', 'QD', '08.03.2014', '   3.6600']
12187['138000', 'QD', '15.03.2014', '   5.2000']
12194['138000', 'QD', '22.03.2014', '   6.9900']
12201['138000', 'QD', '29.03.2014', '   5.9400']
12208['138000', 'QD', '05.04.2014', '   5.2800']
12215['138000', 'QD', '12.04.2014', '   4.4900']
12222['138000', 'QD', '19.04.2014', '   5.7900']
12229['138000', 'QD', '26.04.2014', '   4.4600']
12236['138000', 'QD', '03.05.2014', '   6.6000']
12243['138000', 'QD', '10.05.2014', '   8.5300']
12250['138000', 'QD', '17.05.2014', '  20.6000']
12257['138000', 'QD', '24.05.2014', '   7.8000']
12264['138000', 'QD', '31.05.2014', '  16.7000']
12271['138000', 'QD', '07.06.2014', '   7.8800']
12278['138000', 'QD', '14.06.2014', '   6.2900']
12285['138000', 'QD', '21.06.2014', '   5.5800']
12292['138000', 'QD', '28.06.2014', '   4.7200']
12299['138000', 'QD', '05.07.2014', '   4.3500']
12306['138000', 'QD', '12.07.2014', '  14.3000']
12313['138000', 'QD', '19.07.2014', '   5.3100']
12320['138000', 'QD', '26.07.2014', '   7.1200']
12327['138000', 'QD', '02.08.2014', '   8.2500']
12334['138000', 'QD', '09.08.2014', '   6.4000']
12341['138000', 'QD', '16.08.2014', '   7.7900']
12348['138000', 'QD', '23.08.2014', '   5.3900']
12355['138000', 'QD', '30.08.2014', '   6.5300']
12362['138000', 'QD', '06.09.2014', '   9.0500']
12369['138000', 'QD', '13.09.2014', '  18.2000']
12376['138000', 'QD', '20.09.2014', '  10.2000']
12383['138000', 'QD', '27.09.2014', '  10.4000']
12390['138000', 'QD', '04.10.2014', '   8.7200']
12397['138000', 'QD', '11.10.2014', '   7.1800']
12404['138000', 'QD', '18.10.2014', '  11.1000']
12411['138000', 'QD', '25.10.2014', '  18.2000']
12418['138000', 'QD', '01.11.2014', '  10.2000']
12425['138000', 'QD', '08.11.2014', '   7.7300']
12432['138000', 'QD', '15.11.2014', '   6.4200']
12439['138000', 'QD', '22.11.2014', '   6.3100']
12446['138000', 'QD', '29.11.2014', '   5.1800']
12453['138000', 'QD', '06.12.2014', '   5.3900']
12460['138000', 'QD', '13.12.2014', '   5.6900']
12467['138000', 'QD', '20.12.2014', '  30.4000']
12474['138000', 'QD', '27.12.2014', '   6.6800']
12481['138000', 'QD', '03.01.2015', '   6.3500']
12488['138000', 'QD', '10.01.2015', '  76.8000']
12495['138000', 'QD', '17.01.2015', '  12.5000']
12502['138000', 'QD', '24.01.2015', '   8.4600']
12509['138000', 'QD', '31.01.2015', '   7.4100']
12516['138000', 'QD', '07.02.2015', '   6.0800']
12523['138000', 'QD', '14.02.2015', '   5.2900']
12530['138000', 'QD', '21.02.2015', '   5.3700']
12537['138000', 'QD', '28.02.2015', '   4.8800']
12544['138000', 'QD', '07.03.2015', '   5.3900']
12551['138000', 'QD', '14.03.2015', '   5.4200']
12558['138000', 'QD', '21.03.2015', '   6.4500']
12565['138000', 'QD', '28.03.2015', '   8.4900']
12572['138000', 'QD', '04.04.2015', '  13.8000']
12579['138000', 'QD', '11.04.2015', '  17.9000']
12586['138000', 'QD', '18.04.2015', '  15.9000']
12593['138000', 'QD', '25.04.2015', '   9.6100']
12600['138000', 'QD', '02.05.2015', '  13.7000']
12607['138000', 'QD', '09.05.2015', '   7.8800']
12614['138000', 'QD', '16.05.2015', '   6.0000']
12621['138000', 'QD', '23.05.2015', '   7.2300']
12628['138000', 'QD', '30.05.2015', '   6.0000']
12635['138000', 'QD', '06.06.2015', '   4.6600']
12642['138000', 'QD', '13.06.2015', '   5.1400']
12649['138000', 'QD', '20.06.2015', '   4.9200']
12656['138000', 'QD', '27.06.2015', '   4.8000']
12663['138000', 'QD', '04.07.2015', '   4.1100']
12670['138000', 'QD', '11.07.2015', '   3.9300']
12677['138000', 'QD', '18.07.2015', '   3.3200']
12684['138000', 'QD', '25.07.2015', '   3.3400']
12691['138000', 'QD', '01.08.2015', '   3.0600']
12698['138000', 'QD', '08.08.2015', '   2.6000']
12705['138000', 'QD', '15.08.2015', '   2.5200']
12712['138000', 'QD', '22.08.2015', '   2.4800']
12719['138000', 'QD', '29.08.2015', '   2.3000']
12726['138000', 'QD', '05.09.2015', '   2.6200']
12733['138000', 'QD', '12.09.2015', '   2.4500']
12740['138000', 'QD', '19.09.2015', '   2.0900']
12747['138000', 'QD', '26.09.2015', '   1.8200']
12754['138000', 'QD', '03.10.2015', '   2.2300']
12761['138000', 'QD', '10.10.2015', '   3.3800']
12768['138000', 'QD', '17.10.2015', '   3.1600']
12775['138000', 'QD', '24.10.2015', '   2.6000']
12782['138000', 'QD', '31.10.2015', '   2.4200']
12789['138000', 'QD', '07.11.2015', '   2.2600']
12796['138000', 'QD', '14.11.2015', '   2.4100']
12803['138000', 'QD', '21.11.2015', '  20.7000']
12810['138000', 'QD', '28.11.2015', '   2.8500']
12817['138000', 'QD', '05.12.2015', '   7.3600']
12824['138000', 'QD', '12.12.2015', '   4.7200']
12831['138000', 'QD', '19.12.2015', '   6.1600']
12838['138000', 'QD', '26.12.2015', '   4.0200']
12845['138000', 'QD', '02.01.2016', '   2.9400']
12852['138000', 'QD', '09.01.2016', '   3.3300']
12859['138000', 'QD', '16.01.2016', '   4.2100']
12866['138000', 'QD', '23.01.2016', '   4.9500']
12873['138000', 'QD', '30.01.2016', '   8.9200']
12880['138000', 'QD', '06.02.2016', '  10.2000']
12887['138000', 'QD', '13.02.2016', '  10.1000']
12894['138000', 'QD', '20.02.2016', '   7.4700']
12901['138000', 'QD', '27.02.2016', '  12.4000']
12908['138000', 'QD', '05.03.2016', '  10.4000']
12915['138000', 'QD', '12.03.2016', '   7.8200']
12922['138000', 'QD', '19.03.2016', '   8.0600']
12929['138000', 'QD', '26.03.2016', '   7.3600']
12936['138000', 'QD', '02.04.2016', '  14.0000']
12943['138000', 'QD', '09.04.2016', '  12.3000']
12950['138000', 'QD', '16.04.2016', '  11.9000']
12957['138000', 'QD', '23.04.2016', '   8.2600']
12964['138000', 'QD', '30.04.2016', '  10.4000']
12971['138000', 'QD', '07.05.2016', '   7.0100']
12978['138000', 'QD', '14.05.2016', '   8.4300']
12985['138000', 'QD', '21.05.2016', '   5.5300']
12992['138000', 'QD', '28.05.2016', '   5.4500']
12999['138000', 'QD', '04.06.2016', '   8.0400']
13006['138000', 'QD', '11.06.2016', '   6.1700']
13013['138000', 'QD', '18.06.2016', '  12.9000']
13020['138000', 'QD', '25.06.2016', '   6.1400']
13027['138000', 'QD', '02.07.2016', '   7.0100']
13034['138000', 'QD', '09.07.2016', '   5.5000']
13041['138000', 'QD', '16.07.2016', '   8.6800']
13048['138000', 'QD', '23.07.2016', '   6.1300']
13055['138000', 'QD', '30.07.2016', '   7.0700']
13062['138000', 'QD', '06.08.2016', '   8.1700']
13069['138000', 'QD', '13.08.2016', '   5.7200']
13076['138000', 'QD', '20.08.2016', '   4.2300']
13083['138000', 'QD', '27.08.2016', '   3.7700']
13090['138000', 'QD', '03.09.2016', '   3.9500']
13097['138000', 'QD', '10.09.2016', '   3.6600']
13104['138000', 'QD', '17.09.2016', '  12.2000']
13111['138000', 'QD', '24.09.2016', '   5.4800']
13118['138000', 'QD', '01.10.2016', '   4.7200']
13125['138000', 'QD', '08.10.2016', '   9.4400']
13132['138000', 'QD', '15.10.2016', '   7.8100']
13139['138000', 'QD', '22.10.2016', '   8.1100']
13146['138000', 'QD', '29.10.2016', '   6.1100']
13153['138000', 'QD', '05.11.2016', '   5.0600']
13160['138000', 'QD', '12.11.2016', '   5.6600']
13167['138000', 'QD', '19.11.2016', '  14.3000']
13174['138000', 'QD', '26.11.2016', '   7.0300']
13181['138000', 'QD', '03.12.2016', '   5.0500']
13188['138000', 'QD', '10.12.2016', '   6.0000']
13195['138000', 'QD', '17.12.2016', '   4.4700']
13202['138000', 'QD', '24.12.2016', '   5.0300']
13209['138000', 'QD', '31.12.2016', '   4.8100']
13216['138000', 'QD', '07.01.2017', '   3.6400']
13223['138000', 'QD', '14.01.2017', '   3.7400']
13230['138000', 'QD', '21.01.2017', '   3.5800']
13237['138000', 'QD', '28.01.2017', '   3.9500']
13244['138000', 'QD', '04.02.2017', '   3.6300']
13251['138000', 'QD', '11.02.2017', '   3.2900']
13258['138000', 'QD', '18.02.2017', '   3.0900']
13265['138000', 'QD', '25.02.2017', '  15.7000']
13272['138000', 'QD', '04.03.2017', '   9.7900']
13279['138000', 'QD', '11.03.2017', '  11.8000']
13286['138000', 'QD', '18.03.2017', '  22.2000']
13293['138000', 'QD', '25.03.2017', '  18.8000']
13300['138000', 'QD', '01.04.2017', '  18.0000']
13307['138000', 'QD', '08.04.2017', '  12.5000']
13314['138000', 'QD', '15.04.2017', '   9.6300']
13321['138000', 'QD', '22.04.2017', '   9.8900']
13328['138000', 'QD', '29.04.2017', '  16.6000']
13335['138000', 'QD', '06.05.2017', '  27.5000']
13342['138000', 'QD', '13.05.2017', '  15.9000']
13349['138000', 'QD', '20.05.2017', '  10.7000']
13356['138000', 'QD', '27.05.2017', '   8.0400']
13363['138000', 'QD', '03.06.2017', '   5.8000']
13370['138000', 'QD', '10.06.2017', '   6.2900']
13377['138000', 'QD', '17.06.2017', '   4.5500']
13384['138000', 'QD', '24.06.2017', '   3.9000']
13391['138000', 'QD', '01.07.2017', '   5.2500']
13398['138000', 'QD', '08.07.2017', '   3.7000']
13405['138000', 'QD', '15.07.2017', '   4.2900']
13412['138000', 'QD', '22.07.2017', '   3.3900']
13419['138000', 'QD', '29.07.2017', '   5.1300']
13426['138000', 'QD', '05.08.2017', '   3.5300']
13433['138000', 'QD', '12.08.2017', '   5.3300']
13440['138000', 'QD', '19.08.2017', '   5.8100']
13447['138000', 'QD', '26.08.2017', '   2.7400']
13454['138000', 'QD', '02.09.2017', '   7.4800']
13461['138000', 'QD', '09.09.2017', '   2.8600']
13468['138000', 'QD', '16.09.2017', '   4.4100']
13475['138000', 'QD', '23.09.2017', '   2.8900']
13482['138000', 'QD', '30.09.2017', '   2.9400']
13489['138000', 'QD', '07.10.2017', '   5.4000']
13496['138000', 'QD', '14.10.2017', '   3.7900']
13503['138000', 'QD', '21.10.2017', '   3.1900']
13510['138000', 'QD', '28.10.2017', '   6.0400']
13517['138000', 'QD', '04.11.2017', '   5.0400']
13524['138000', 'QD', '11.11.2017', '   6.6600']
13531['138000', 'QD', '18.11.2017', '   5.5100']
13538['138000', 'QD', '25.11.2017', '   6.8200']
13545['138000', 'QD', '02.12.2017', '   5.1600']
13552['138000', 'QD', '09.12.2017', '   5.3800']
13559['138000', 'QD', '16.12.2017', '   5.5600']
13566['138000', 'QD', '23.12.2017', '   7.0200']
13573['138000', 'QD', '30.12.2017', '   5.4900']
13580['138000', 'QD', '06.01.2018', '  34.3000']
13587['138000', 'QD', '13.01.2018', '  11.0000']
13594['138000', 'QD', '20.01.2018', '   9.5700']
13601['138000', 'QD', '27.01.2018', '   9.3800']
13608['138000', 'QD', '03.02.2018', '  10.9000']
13615['138000', 'QD', '10.02.2018', '   7.4000']
13622['138000', 'QD', '17.02.2018', '   6.1700']
13629['138000', 'QD', '24.02.2018', '   5.1500']
13636['138000', 'QD', '03.03.2018', '   4.8900']
13643['138000', 'QD', '10.03.2018', '   5.9800']
13650['138000', 'QD', '17.03.2018', '  10.9000']
13657['138000', 'QD', '24.03.2018', '   6.1900']
13664['138000', 'QD', '31.03.2018', '  10.9000']
13671['138000', 'QD', '07.04.2018', '  18.0000']
13678['138000', 'QD', '14.04.2018', '  29.4000']
13685['138000', 'QD', '21.04.2018', '  21.8000']
13692['138000', 'QD', '28.04.2018', '  10.7000']
13699['138000', 'QD', '05.05.2018', '   7.8400']
13706['138000', 'QD', '12.05.2018', '   6.8100']
13713['138000', 'QD', '19.05.2018', '   7.3900']
13720['138000', 'QD', '26.05.2018', '  13.4000']
13727['138000', 'QD', '02.06.2018', '   7.6400']
13734['138000', 'QD', '09.06.2018', '   6.6300']
13741['138000', 'QD', '16.06.2018', '   9.1200']
13748['138000', 'QD', '23.06.2018', '   6.2500']
13755['138000', 'QD', '30.06.2018', '  12.4000']
13762['138000', 'QD', '07.07.2018', '  13.1000']
13769['138000', 'QD', '14.07.2018', '   6.0400']
13776['138000', 'QD', '21.07.2018', '   5.0000']
13783['138000', 'QD', '28.07.2018', '   4.7800']
13790['138000', 'QD', '04.08.2018', '   4.2100']
13797['138000', 'QD', '11.08.2018', '   4.7900']
13804['138000', 'QD', '18.08.2018', '   3.4100']
13811['138000', 'QD', '25.08.2018', '   3.7600']
13818['138000', 'QD', '01.09.2018', '   4.8800']
13825['138000', 'QD', '08.09.2018', '   4.2000']
13832['138000', 'QD', '15.09.2018', '   4.2200']
13839['138000', 'QD', '22.09.2018', '   3.2300']
13846['138000', 'QD', '29.09.2018', '   3.0800']
13853['138000', 'QD', '06.10.2018', '   3.0600']
13860['138000', 'QD', '13.10.2018', '   2.8500']
13867['138000', 'QD', '20.10.2018', '   2.8100']
13874['138000', 'QD', '27.10.2018', '   3.7000']
13881['138000', 'QD', '03.11.2018', '   3.7800']
13888['138000', 'QD', '10.11.2018', '   3.3700']
13895['138000', 'QD', '17.11.2018', '   2.9700']
13902['138000', 'QD', '24.11.2018', '   3.0800']
13909['138000', 'QD', '01.12.2018', '   3.8100']
13916['138000', 'QD', '08.12.2018', '   8.3300']
13923['138000', 'QD', '15.12.2018', '   5.7900']
13930['138000', 'QD', '22.12.2018', '  44.2000']
13937['138000', 'QD', '29.12.2018', '  10.9000']
13944['138000', 'QD', '05.01.2019', '   8.1100']
13951['138000', 'QD', '12.01.2019', '   7.0300']
13958['138000', 'QD', '19.01.2019', '   6.0200']
13965['138000', 'QD', '26.01.2019', '   4.7400']
13972['138000', 'QD', '02.02.2019', '   4.4400']
13979['138000', 'QD', '09.02.2019', '   4.1500']
13986['138000', 'QD', '16.02.2019', '   5.6800']
13993['138000', 'QD', '23.02.2019', '  12.8000']
14000['138000', 'QD', '02.03.2019', '  19.9000']
14007['138000', 'QD', '09.03.2019', '  17.2000']
14014['138000', 'QD', '16.03.2019', '  91.3000']
14021['138000', 'QD', '23.03.2019', '  20.7000']
14028['138000', 'QD', '30.03.2019', '  20.1000']
14035['138000', 'QD', '06.04.2019', '  28.6000']
14042['138000', 'QD', '13.04.2019', '  15.9000']
14049['138000', 'QD', '20.04.2019', '  18.9000']
14056['138000', 'QD', '27.04.2019', '  14.1000']
14063['138000', 'QD', '04.05.2019', '  11.9000']
14070['138000', 'QD', '11.05.2019', '  10.7000']
14077['138000', 'QD', '18.05.2019', '   8.8300']
14084['138000', 'QD', '25.05.2019', '   7.8300']
14091['138000', 'QD', '01.06.2019', '   8.2100']
14098['138000', 'QD', '08.06.2019', '   7.4400']
14105['138000', 'QD', '15.06.2019', '   5.5300']
14112['138000', 'QD', '22.06.2019', '   7.4900']
14119['138000', 'QD', '29.06.2019', '   4.9600']
14126['138000', 'QD', '06.07.2019', '   4.3000']
14133['138000', 'QD', '13.07.2019', '   7.1800']
14140['138000', 'QD', '20.07.2019', '   3.7200']
14147['138000', 'QD', '27.07.2019', '   3.4300']
14154['138000', 'QD', '03.08.2019', '   3.5300']
14161['138000', 'QD', '10.08.2019', '   3.3400']
14168['138000', 'QD', '17.08.2019', '   3.4500']
14175['138000', 'QD', '24.08.2019', '   3.4900']
14182['138000', 'QD', '31.08.2019', '   3.6700']
14189['138000', 'QD', '07.09.2019', '   3.0600']
14196['138000', 'QD', '14.09.2019', '   2.9800']
14203['138000', 'QD', '21.09.2019', '   2.8400']
14210['138000', 'QD', '28.09.2019', '   4.1900']
14217['138000', 'QD', '05.10.2019', '  14.9000']
14224['138000', 'QD', '12.10.2019', '   6.6500']
14231['138000', 'QD', '19.10.2019', '   3.7400']
14238['138000', 'QD', '26.10.2019', '   3.2600']
14245['138000', 'QD', '02.11.2019', '   3.4100']
14252['138000', 'QD', '09.11.2019', '   3.8300']
14259['138000', 'QD', '16.11.2019', '   4.4500']
14266['138000', 'QD', '23.11.2019', '   3.8100']
14273['138000', 'QD', '30.11.2019', '  11.2000']
14280['138000', 'QD', '07.12.2019', '   5.3500']
14287['138000', 'QD', '14.12.2019', '   4.4100']
14294['138000', 'QD', '21.12.2019', '   6.6400']
14301['138000', 'QD', '28.12.2019', '   5.9100']
14308['138000', 'QD', '04.01.2020', '   5.0400']
14315['138000', 'QD', '11.01.2020', '   5.9800']
14322['138000', 'QD', '18.01.2020', '   4.4100']
14329['138000', 'QD', '25.01.2020', '   4.2200']
14336['138000', 'QD', '01.02.2020', '  20.2000']
14343['138000', 'QD', '08.02.2020', '  10.1000']
14350['138000', 'QD', '15.02.2020', '  11.2000']
14357['138000', 'QD', '22.02.2020', '   9.4700']
14364['138000', 'QD', '29.02.2020', '  12.3000']
14371['138000', 'QD', '07.03.2020', '  13.1000']
14378['138000', 'QD', '14.03.2020', '  18.5000']
14385['138000', 'QD', '21.03.2020', '  15.5000']
14392['138000', 'QD', '28.03.2020', '  10.8000']
14399['138000', 'QD', '04.04.2020', '   8.1000']
14406['138000', 'QD', '11.04.2020', '   8.8900']
14413['138000', 'QD', '18.04.2020', '   7.4700']
14420['138000', 'QD', '25.04.2020', '   5.7800']
14427['138000', 'QD', '02.05.2020', '   6.5600']
14434['138000', 'QD', '09.05.2020', '   4.8500']
14441['138000', 'QD', '16.05.2020', '   6.6500']
14448['138000', 'QD', '23.05.2020', '   5.3200']
14455['138000', 'QD', '30.05.2020', '   5.1800']
14462['138000', 'QD', '06.06.2020', '   5.4900']
14469['138000', 'QD', '13.06.2020', '  11.1000']
14476['138000', 'QD', '20.06.2020', '  12.4000']
14483['138000', 'QD', '27.06.2020', '   7.2900']
14490['138000', 'QD', '04.07.2020', '   5.8000']
14497['138000', 'QD', '11.07.2020', '   5.7100']
14504['138000', 'QD', '18.07.2020', '   6.1500']
14511['138000', 'QD', '25.07.2020', '   4.2500']
14518['138000', 'QD', '01.08.2020', '   3.7700']
14525['138000', 'QD', '08.08.2020', '   6.1400']
14532['138000', 'QD', '15.08.2020', '  10.4000']
